horizon,model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,mae,rmse,r2,spearman_ic,pred_return_mean,pred_return_std,strategy_total_return,strategy_cagr,strategy_ann_vol,strategy_sharpe,strategy_sortino,strategy_max_drawdown,strategy_calmar,strategy_win_rate_daily,strategy_profit_factor,strategy_exposure,strategy_turnover,strategy_beta_to_buy_hold,strategy_alpha_annualized,strategy_information_ratio,buy_hold_total_return,buy_hold_sharpe,composite_score,rank_score
5,SVC,0.5617486338797815,0.5283295080037664,0.5996932515337423,0.736346516007533,0.6610312764158918,0.5277728735091024,123,261,140,391,0.021223094324525935,0.028731354662139816,-0.04195570117165737,0.03909437765420072,0.004946367817372334,0.0066212391624393,0.674602118339181,0.15088685754009878,0.1406733560113603,1.0802569634760082,0.0687572090046332,-0.140298835822385,1.0754676377437513,0.4087431693989071,1.261473783677409,0.7125683060109289,0.2174863387978142,0.5291768243172493,0.09835877743289582,0.3818667272673827,0.34903593692112045,0.5234249215174105,0.5858453628817527,0.825
5,HMM Regime,0.546448087431694,0.5356932674199624,0.6106870229007634,0.6026365348399246,0.6066350710900474,0.5320224223163842,180,204,211,320,0.021402754892687295,0.028991328311947586,-0.06089713667076313,0.04785058793582302,0.002551348365904971,0.008736775418928883,0.8484825965802434,0.18229839180088492,0.11620873379896463,1.514779742248166,0.08602479729293555,-0.09429888901556172,1.9331976622842402,0.33989071038251367,1.431257278383099,0.5726775956284152,0.048087431693989074,0.36196063304099646,0.13936471956433752,0.48396583841214025,0.34903593692112045,0.5234249215174105,0.5901393160144747,0.75
5,Random Forest,0.5497267759562842,0.5172507650659134,0.5922480620155038,0.71939736346516,0.6496598639455783,0.5252569836785939,121,263,149,382,0.0212032520947866,0.028455188531208354,-0.022021386490397754,0.012597071629949275,0.0012292858213061634,0.00571135682997632,0.39935095251297614,0.0959125530633631,0.1538643711443598,0.6788939003780732,0.04042464377295649,-0.18659291781863274,0.5140203293063329,0.4,1.1678668260053013,0.7049180327868853,0.19781420765027322,0.6321302446679503,0.0404240045253891,0.026918195060708448,0.34903593692112045,0.5234249215174105,0.563478291642052,0.675
5,MACD 12-26-9,0.5234972677595628,0.518442502354049,0.5971370143149284,0.5499058380414312,0.5725490196078431,0.5184425023540489,187,197,239,292,0.02104814138364453,0.028239081801984887,-0.006556579306523869,0.02544871830488099,0.0016885162249996538,0.004370934245330083,0.42741903608325105,0.10186100383743746,0.11474683935012003,0.9119070232840213,0.04918815286806464,-0.17791181053636862,0.572536491705339,0.307103825136612,1.2521811567100951,0.5344262295081967,0.06994535519125683,0.3515876795299508,0.06902329268529503,0.021435553791756927,0.34903593692112045,0.5234249215174105,0.5573623378317037,0.675
5,XGBoost,0.546448087431694,0.49496086393596983,0.5773333333333334,0.815442561205273,0.6760343481654957,0.48840140458254866,67,317,98,433,0.021508751266390087,0.02886575876375415,-0.05172695488254475,-0.007812673778841723,0.00039825571002438664,0.006883933674544096,0.3894219695104486,0.09378753133855344,0.17215035696157002,0.6127588752842641,0.04025045744266946,-0.22227382796146267,0.42194590428709455,0.4666666666666667,1.135001174680707,0.819672131147541,0.16612021857923498,0.7913123854866768,0.02532823574034268,0.04738278735989997,0.34903593692112045,0.5234249215174105,0.5544434732772698,0.5
5,CatBoost,0.5366120218579234,0.5016257650659134,0.5814307458143074,0.71939736346516,0.6430976430976431,0.5026924435028248,109,275,149,382,0.02131774453648612,0.028523013456603373,-0.026899311441204832,0.004642962934650702,0.00141370416944331,0.005722568406431737,0.2779126704761812,0.06912754378234354,0.15657735780913856,0.510108413822108,0.03081427392345036,-0.18808553280580242,0.3675324877523539,0.4054644808743169,1.1214797000378405,0.7180327868852459,0.20655737704918034,0.6544008536828912,0.013581879223935792,-0.18828126728676817,0.34903593692112045,0.5234249215174105,0.54854020252094,0.475
5,SVR,0.5114754098360655,0.5163753531073446,0.5972222222222222,0.4858757062146893,0.5358255451713395,0.5024178044569994,210,174,273,258,0.03048135133279622,0.0404569547198704,-1.0659672266140405,0.03595565548158919,-0.004365346329857039,0.029542458790059574,0.03795861846172133,0.010206754943252738,0.1404887621149151,0.14383617679059701,0.007083884282278285,-0.13809620206333806,0.07391046814286313,0.2644808743169399,1.0393757677538802,0.4721311475409836,0.3289617486338798,0.5268006442625021,-0.03315652607786442,-0.6090072839649427,0.34903593692112045,0.5234249215174105,0.5235141599205624,0.325
5,LightGBM,0.526775956284153,0.4942325800376648,0.5763239875389408,0.696798493408663,0.6308610400682012,0.4643018283113622,112,272,161,370,0.02213192332576428,0.029643992820769516,-0.10920149906764265,-0.08602528373835529,5.8694331374862396e-05,0.0080906336617437,0.30420499853537564,0.07507894102454227,0.16309624405425946,0.5305643256718717,0.03164729842806444,-0.19856983167505127,0.37809842709342106,0.4010928961748634,1.1270095909142026,0.7016393442622951,0.21311475409836064,0.7100867850647063,0.014602622543577427,-0.14166155504998754,0.34903593692112045,0.5234249215174105,0.5344165490093462,0.275
20,MACD 12-26-9,0.5387978142076503,0.5328651093748433,0.6380368098159509,0.5601436265709157,0.5965583173996176,0.5328651093748433,181,177,245,312,0.042990899404319514,0.056590913305420106,-0.012993987332969859,0.033809966039991826,0.008646940731941005,0.00875957118318914,0.42741903608325105,0.10186100383743746,0.11474683935012003,0.9119070232840213,0.04918815286806464,-0.17791181053636862,0.572536491705339,0.307103825136612,1.2521811567100951,0.5344262295081967,0.06994535519125683,0.3515876795299508,0.06902329268529503,0.021435553791756927,0.34903593692112045,0.5234249215174105,0.5694904953229273,0.8
20,XGBoost,0.5704918032786885,0.5344473085062637,0.6331168831168831,0.7001795332136446,0.6649616368286445,0.5708454108702847,132,226,167,390,0.044746508037354714,0.058431222894258006,-0.07994941367389896,0.013688453691611202,0.003686481388285756,0.015491938218474388,0.08964867992320857,0.023677960201342163,0.16413303593966022,0.2267129907984973,0.01293702429899624,-0.18107254576205212,0.13076504834950203,0.3825136612021858,1.0544674466503785,0.673224043715847,0.1377049180327869,0.7190277314951343,-0.03562503542062102,-0.6244474764433814,0.34903593692112045,0.5234249215174105,0.5583279700074728,0.7
20,HMM Regime,0.4994535519125683,0.48358374371884494,0.5950095969289827,0.5565529622980251,0.575139146567718,0.4932449374642689,147,211,247,310,0.044265006926581356,0.056813868849349865,-0.020991650443382914,0.050424712457837265,0.007665240798749685,0.012245212873018888,0.389430241893842,0.09378930640226901,0.11796206648918355,0.8274550025757671,0.0436471913298767,-0.1647333557060101,0.5693401072315266,0.3300546448087432,1.2186819216013347,0.5693989071038251,0.036065573770491806,0.37148944129316525,0.059977135806961034,-0.024048259455110004,0.34903593692112045,0.5234249215174105,0.5420554654443431,0.625
20,Random Forest,0.49836065573770494,0.46023188870946713,0.580327868852459,0.6355475763016158,0.6066838046272494,0.4717410709808131,102,256,203,354,0.04431381969805473,0.05813110298980387,-0.06888403028035972,-0.09550022690129895,0.006841025296552112,0.009221851386825524,0.7399289109488973,0.1629546648782112,0.14357314983149622,1.1346756379266831,0.06944228717761051,-0.11982235433454125,1.3599688120235522,0.38688524590163936,1.294866056488374,0.6666666666666666,0.09726775956284153,0.5514321719930223,0.10704993646608293,0.47589648816246916,0.34903593692112045,0.5234249215174105,0.5323961990045858,0.575
20,LightGBM,0.5519125683060109,0.5311625527817618,0.6333938294010889,0.6265709156193896,0.6299638989169675,0.5554496855661314,156,202,208,349,0.0467683360032475,0.06128578114745888,-0.188045062274401,-0.01881640131279933,0.002526112074486223,0.020530769704977015,0.12687797107423204,0.03309515236471117,0.14762899921996422,0.2971300855598655,0.016202579097531058,-0.20923962949143515,0.1581686626245238,0.34207650273224044,1.0758484707600668,0.6021857923497268,0.14863387978142076,0.5816346351308278,-0.015053453191135612,-0.45866820928714774,0.34903593692112045,0.5234249215174105,0.5491954073442635,0.55
20,CatBoost,0.5355191256830601,0.5102128321113708,0.6166077738515902,0.6265709156193896,0.6215494211932324,0.5394321133767288,141,217,208,349,0.04518973051525889,0.059291057325715824,-0.111966879850252,-0.04797583207455458,0.004873222059203148,0.014727747123497037,0.18097994362741687,0.046384935258502846,0.155037124199104,0.37351303865961505,0.02059190618222898,-0.19692261992102267,0.2355490460014491,0.3551912568306011,1.094913778753272,0.6185792349726776,0.13114754098360656,0.6415011033280769,-0.007074441132394969,-0.3743126150258348,0.34903593692112045,0.5234249215174105,0.5379542123161404,0.525
20,SVR,0.49836065573770494,0.5046412846153074,0.6134259259259259,0.4757630161579892,0.5358948432760364,0.508435052104751,191,167,292,265,0.05451545982011878,0.07138414647689023,-0.611821720622771,0.0032024490615590972,-0.005503844345420201,0.04073913438110077,0.5086952606788993,0.1186191356937698,0.1319701926749965,0.9244573989390649,0.05000935329407616,-0.1503414996913024,0.7889979542397249,0.26229508196721313,1.2864040333962394,0.4721311475409836,0.2612021857923497,0.46527339768852655,0.07486952034862336,0.14632684836149518,0.34903593692112045,0.5234249215174105,0.5419802106729366,0.45
20,SVC,0.48415300546448087,0.45504899551668454,0.574430823117338,0.5888689407540395,0.5815602836879432,0.42951566151469867,115,243,229,328,0.048840054981548885,0.061784826861719835,-0.20747216954057857,-0.11901798784113361,0.009559622262383372,0.02159216670835325,0.3820013315681978,0.09219212658474008,0.14097117211935897,0.703062258120672,0.04037136614306579,-0.2042143717919913,0.4514477887905222,0.3519125683060109,1.1801948614179367,0.6240437158469946,0.23278688524590163,0.5305767237229669,0.0453651085077117,-0.016490089958678553,0.34903593692112045,0.5234249215174105,0.5095122605639382,0.275
60,HMM Regime,0.5431693989071038,0.43918940967878783,0.639943741209564,0.7374392220421394,0.6852409638554217,0.4047567250062546,42,256,162,455,0.07682208192778717,0.0997542333993495,-0.1728663299711657,-0.09112811283365051,0.031900543772571864,0.03196308815323232,0.5407971812941872,0.12505732829763572,0.14119197972631492,0.9145259228978577,0.057146180329694304,-0.12908270813805778,0.9688154990045855,0.4448087431693989,1.2088188278114735,0.7770491803278688,0.034972677595628415,0.5326442959147695,0.07516788238436808,0.21040296075119758,0.34903593692112045,0.5234249215174105,0.5326594277970274,0.725
60,Random Forest,0.5333333333333333,0.5195114920648733,0.69,0.5591572123176661,0.6177260519247986,0.517142919299925,143,155,272,345,0.07665055219014479,0.10489006790184303,-0.29674499712201596,-0.016448347134648735,0.007875051375566171,0.03715492891062625,0.25376034989249185,0.06358153577434877,0.14297716045471026,0.5072208582258322,0.029384766603044284,-0.16291004361585182,0.3902861626154646,0.30601092896174864,1.1370621101264853,0.546448087431694,0.06557377049180328,0.5455864243273022,0.017254142124648764,-0.22053042229803582,0.34903593692112045,0.5234249215174105,0.5493037600697694,0.7
60,MACD 12-26-9,0.4819672131147541,0.4658093394102227,0.6462167689161554,0.5121555915721232,0.5714285714285714,0.46580933941022273,125,173,301,316,0.06816701740166553,0.09227475245511575,-0.003579139888859162,0.019667180932487885,0.03127955446976309,0.007790224926693355,0.42741903608325105,0.10186100383743746,0.11474683935012003,0.9119070232840213,0.04918815286806464,-0.17791181053636862,0.572536491705339,0.307103825136612,1.2521811567100951,0.5344262295081967,0.06994535519125683,0.3515876795299508,0.06902329268529503,0.021435553791756927,0.34903593692112045,0.5234249215174105,0.5328751711338884,0.675
60,XGBoost,0.5453551912568306,0.5015337256480263,0.675392670157068,0.6272285251215559,0.6504201680672269,0.4889294377427039,112,186,230,387,0.07864848231546792,0.10441623952504968,-0.28505567759177763,-0.204105044954186,0.010485013015568256,0.03451506048440933,0.1940273784197546,0.049523433897909364,0.14613932914716093,0.4076201654114312,0.02335414602444133,-0.17447611401043783,0.28384076627787963,0.35300546448087433,1.103591997029386,0.6262295081967213,0.041530054644808745,0.5699539271148607,0.0018341004257441903,-0.32869862084612084,0.34903593692112045,0.5234249215174105,0.5254412709767664,0.6
60,LightGBM,0.492896174863388,0.48519030163271076,0.6617336152219874,0.5072933549432739,0.5743119266055046,0.48692526078774767,138,160,304,313,0.08067404808793419,0.10759751956760627,-0.36455287079293575,-0.1074755776974554,0.005197485204510738,0.04221549519929267,0.47728546402242844,0.11222256602487057,0.1296429918977733,0.8939413965783849,0.05063607130627819,-0.16197652150620578,0.6928323005169055,0.29508196721311475,1.2631848451992767,0.5169398907103825,0.08743169398907104,0.44892942633348987,0.0704175494018871,0.10160828988603217,0.34903593692112045,0.5234249215174105,0.5289058935311385,0.55
60,CatBoost,0.4972677595628415,0.4788895173659078,0.657314629258517,0.5316045380875203,0.5878136200716846,0.48169862834890625,127,171,289,328,0.0791340584374202,0.10646329879205539,-0.3359360998399856,-0.15918835909398008,0.008975244696090652,0.03518005380683566,0.3605620356791641,0.08754748635184906,0.14000613856988373,0.6759345824143661,0.03708803142577833,-0.15074607829557585,0.5807612864076639,0.31693989071038253,1.1878689551969945,0.5453551912568306,0.11584699453551912,0.5232931368161383,0.04162640206838465,-0.049862321300882424,0.34903593692112045,0.5234249215174105,0.516568781195387,0.5
60,SVC,0.5180327868852459,0.4760695288960438,0.6571428571428571,0.5964343598055105,0.6253186066270179,0.46085736351473355,106,192,249,368,0.09553565503735673,0.1190381760323068,-0.6701611434779657,-0.1312391064052171,0.027202536587472095,0.06658601312963502,0.020118503035885915,0.005444125158998503,0.14299788205042632,0.11045556880775927,0.00607259311408839,-0.2511011792025555,0.021681001962188706,0.3344262295081967,1.026994330423219,0.6120218579234973,0.17704918032786884,0.5458227537329922,-0.039495883222156095,-0.6554721172254423,0.34903593692112045,0.5234249215174105,0.5053089763820756,0.4
60,SVR,0.4819672131147541,0.4684117781427779,0.6480331262939959,0.5072933549432739,0.5690909090909091,0.4882577529287634,128,170,304,313,0.10559856439162939,0.13901146074830364,-1.2776503876582597,-0.003486071769107995,-0.01132820486589537,0.10282834609567856,0.12297505243700901,0.03211862100998997,0.13327467406142895,0.30675369711511563,0.01574932061550918,-0.26017296159751124,0.12345103354620539,0.28852459016393445,1.0844248334975046,0.5278688524590164,0.1901639344262295,0.4739818020944416,-0.007130946333661807,-0.430322075313843,0.34903593692112045,0.5234249215174105,0.5106687765497617,0.35
